time,id_s,iq_s,vd_s,vq_s,W,T
2.2935,-0.526814039,0.678721916,-289.395857,-239.4090738,94.26182589,-0.000475327
2.2936,-0.55200454,0.658384773,-280.1668616,-250.1463498,94.26180699,-0.000495464
2.2937,-0.576410647,0.637112653,-270.5397338,-260.5281542,94.26178744,-0.000515024
2.2938,-0.599997677,0.614935783,-260.5281542,-270.5397338,94.26176728,-0.000533982
2.2939,-0.622732113,0.591885677,-250.1463498,-280.1668616,94.26174651,-0.000552313
2.294,-0.644581648,0.567995089,-239.4090738,-289.395857,94.26172516,-0.000569994
2.2941,-0.665515233,0.543297968,-228.3315844,-298.2136051,94.26170326,-0.000587003
2.2942,-0.685503121,0.51782941,-216.9296233,-306.6075753,94.26168081,-0.000603317
2.2943,-0.704516908,0.491625604,-205.2193933,-314.5658393,94.26165785,-0.000618917
2.2944,-0.722529576,0.464723787,-193.2175354,-322.0770881,94.26163439,-0.000633782
2.2945,-0.739515526,0.437162188,-180.9411048,-329.1306477,94.26161047,-0.000647895
2.2946,-0.755450622,0.40897997,-168.4075469,-335.7164947,94.26158611,-0.000661237
2.2947,-0.770312219,0.380217183,-155.6346727,-341.8252701,94.26156132,-0.000673793
2.2948,-0.784079197,0.350914697,-142.6406332,-347.4482932,94.26153615,-0.000685547
2.2949,-0.796731994,0.321114153,-129.4438935,-352.5775732,94.2615106,-0.000696486
2.295,-0.808252629,0.290857898,-116.0632069,-357.2058212,94.26148472,-0.000706595
2.2951,-0.81862473,0.260188926,-102.5175882,-361.3264601,94.26145853,-0.000715864
2.2952,-0.827833558,0.229150818,-88.82628633,-364.9336344,94.26143204,-0.000724283
2.2953,-0.835866027,0.197787681,-75.00875748,-368.022218,94.2614053,-0.000731841
2.2954,-0.842710722,0.166144082,-61.08463708,-370.587822,94.26137834,-0.000738531
2.2955,-0.848357916,0.134264987,-47.07371207,-372.6268003,94.26135116,-0.000744345
2.2956,-0.852799584,0.102195698,-32.99589274,-374.1362556,94.26132382,-0.000749279
2.2957,-0.856029413,0.069981785,-18.87118444,-375.1140427,94.26129633,-0.000753327
2.2958,-0.858042815,0.037669026,-4.719659156,-375.5587723,94.26126872,-0.000756488
2.2959,-0.858836927,0.005303337,9.438573024,-375.4698124,94.26124103,-0.000758758
2.296,-0.85841062,-0.027069289,23.58339247,-374.8472893,94.26121328,-0.000760137
2.2961,-0.856764501,-0.05940285,37.69469863,-373.6920876,94.26118549,-0.000760626
2.2962,-0.853900907,-0.091651398,51.75243857,-372.0058491,94.26115771,-0.000760227
2.2963,-0.849823908,-0.123769107,65.73663545,-369.7909699,94.26112995,-0.000758943
2.2964,-0.844539296,-0.155710338,79.62741698,-367.0505975,94.26110225,-0.000756778
2.2965,-0.838054582,-0.187429701,93.40504359,-363.7886261,94.26107463,-0.000753738
2.2966,-0.83037898,-0.218882121,107.0499365,-360.0096912,94.26104713,-0.000749829
2.2967,-0.821523397,-0.250022904,120.5427056,-355.7191628,94.26101976,-0.000745061
2.2968,-0.811500416,-0.280807798,133.864177,-350.923138,94.26099257,-0.000739442
2.2969,-0.80032428,-0.311193056,146.99542,-345.6284322,94.26096556,-0.000732983
2.297,-0.788010871,-0.341135499,159.9177745,-339.8425695,94.26093878,-0.000725695
2.2971,-0.774577686,-0.37059258,172.612877,-333.573772,94.26091225,-0.000717592
2.2972,-0.760043814,-0.399522437,185.0626873,-326.8309478,94.260886,-0.000708687
2.2973,-0.744429908,-0.427883961,197.2495133,-319.623679,94.26086004,-0.000698995
2.2974,-0.727758155,-0.455636849,209.156037,-311.9622074,94.26083441,-0.000688532
2.2975,-0.710052247,-0.482741662,220.7653385,-303.8574205,94.26080913,-0.000677317
2.2976,-0.691337343,-0.509159885,232.0609203,-295.3208356,94.26078422,-0.000665367
2.2977,-0.671640039,-0.534853976,243.0267309,-286.3645836,94.26075972,-0.000652701
2.2978,-0.650988324,-0.559787422,253.6471873,-277.0013918,94.26073563,-0.00063934
2.2979,-0.629411546,-0.583924791,263.907197,-267.2445659,94.26071198,-0.000625305
2.298,-0.606940365,-0.607231785,273.7921803,-257.1079709,94.2606888,-0.000610618
2.2981,-0.583606714,-0.629675282,283.2880898,-246.6060113,94.2606661,-0.000595303
2.2982,-0.55944375,-0.65122339,292.3814315,-235.7536112,94.26064391,-0.000579384
2.2983,-0.534485811,-0.671845487,301.0592832,-224.5661922,94.26062224,-0.000562885
2.2984,-0.508768362,-0.69151227,309.3093131,-213.0596524,94.26060112,-0.000545832
2.2985,-0.482327948,-0.71019579,317.1197976,-201.2503432,94.26058055,-0.000528251
2.2986,-0.455202142,-0.727869497,324.4796375,-189.1550462,94.26056056,-0.00051017
2.2987,-0.427429492,-0.744508277,331.3783741,-176.7909496,94.26054116,-0.000491616
2.2988,-0.399049463,-0.760088484,337.8062039,-164.1756233,94.26052237,-0.000472619
2.2989,-0.370102383,-0.77458798,343.7539926,-151.3269945,94.26050419,-0.000453206
2.299,-0.340629389,-0.787986159,349.213288,-138.2633218,94.26048666,-0.000433407
2.2991,-0.310672363,-0.800263982,354.1763323,-125.0031693,94.26046976,-0.000413253
2.2992,-0.280273874,-0.811404001,358.6360726,-111.5653804,94.26045352,-0.000392775
2.2993,-0.24947712,-0.821390387,362.5861714,-97.9690511,94.26043795,-0.000372002
2.2994,-0.218325864,-0.830208948,366.0210154,-84.23350238,94.26042306,-0.000350968
2.2995,-0.186864375,-0.837847153,368.9357236,-70.37825324,94.26040885,-0.000329702
2.2996,-0.155137359,-0.844294147,371.3261539,-56.42299275,94.26039532,-0.000308239
2.2997,-0.123189903,-0.849540769,373.1889094,-42.3875521,94.2603825,-0.000286609
2.2998,-0.091067404,-0.853579564,374.521343,-28.29187642,94.26037037,-0.000264846
2.2999,-0.058815512,-0.856404791,375.3215614,-14.15599643,94.26035895,-0.000242981
2.3,-0.026914184,-0.872079139,375.5884272,-7.34E-12,94.26034824,-0.000221049
2.3001,0.005989626,-0.872473276,375.3215614,14.15599643,94.26033824,-0.000199081
2.3002,0.038884908,-0.871626988,374.521343,28.29187642,94.26032894,-0.000177111
2.3003,0.071724915,-0.869541478,373.1889094,42.3875521,94.26032036,-0.000155171
2.3004,0.104462982,-0.866219709,371.3261539,56.42299275,94.26031248,-0.000133294
2.3005,0.137052585,-0.861666401,368.9357236,70.37825324,94.26030531,-0.000111514
2.3006,0.169447414,-0.855888026,366.0210154,84.23350238,94.26029884,-8.99E-05
2.3007,0.201601433,-0.848892795,362.5861714,97.9690511,94.26029307,-6.84E-05
2.3008,0.233468951,-0.840690647,358.6360726,111.5653804,94.26028798,-4.71E-05
2.3009,0.265004683,-0.83129324,354.1763323,125.0031693,94.26028359,-2.60E-05
2.301,0.296163814,-0.820713928,349.213288,138.2633218,94.26027986,-5.18E-06
2.3011,0.326902066,-0.808967743,343.7539926,151.3269945,94.26027681,1.54E-05
2.3012,0.357175758,-0.796071379,337.8062039,164.1756233,94.26027442,3.56E-05
2.3013,0.386941871,-0.782043162,331.3783741,176.7909496,94.26027267,5.54E-05
2.3014,0.416158105,-0.766903026,324.4796375,189.1550462,94.26027156,7.49E-05
2.3015,0.444782943,-0.750672487,317.1197976,201.2503432,94.26027107,9.40E-05
2.3016,0.472775707,-0.733374609,309.3093131,213.0596524,94.26027119,0.000112671
2.3017,0.500096619,-0.715033974,301.0592832,224.5661922,94.26027191,0.000130861
2.3018,0.526706854,-0.695676645,292.3814315,235.7536112,94.2602732,0.000148563
2.3019,0.552568597,-0.675330129,283.2880898,246.6060113,94.26027506,0.00016575
2.302,0.577645099,-0.65402334,273.7921803,257.1079709,94.26027747,0.000182396
2.3021,0.601900725,-0.631786556,263.907197,267.2445659,94.26028041,0.000198477
2.3022,0.625301005,-0.608651376,253.6471873,277.0013918,94.26028385,0.000213969
2.3023,0.647812688,-0.584650679,243.0267309,286.3645836,94.26028779,0.000228848
2.3024,0.669403783,-0.559818568,232.0609203,295.3208356,94.26029219,0.000243094
2.3025,0.690043608,-0.534190333,220.7653385,303.8574205,94.26029705,0.000256683
2.3026,0.709702833,-0.507802392,209.156037,311.9622074,94.26030233,0.000269597
2.3027,0.728353522,-0.480692245,197.2495133,319.623679,94.26030802,0.000281816
2.3028,0.745969171,-0.452898415,185.0626873,326.8309478,94.2603141,0.000293321
2.3029,0.762524748,-0.4244604,172.612877,333.573772,94.26032053,0.000304096
2.303,0.777996727,-0.395418612,159.9177745,339.8425695,94.2603273,0.000314124
2.3031,0.79236312,-0.365814319,146.99542,345.6284322,94.26033438,0.00032339
2.3032,0.805603514,-0.335689593,133.864177,350.923138,94.26034175,0.00033188
2.3033,0.817699093,-0.305087241,120.5427056,355.7191628,94.26034938,0.000339582
2.3034,0.828632668,-0.274050751,107.0499365,360.0096912,94.26035724,0.000346483
2.3035,0.838388703,-0.242624227,93.40504359,363.7886261,94.26036532,0.000352572
2.3036,0.846953335,-0.210852329,79.62741698,367.0505975,94.26037358,0.000357842
2.3037,0.854314391,-0.178780204,65.73663545,369.7909699,94.26038199,0.000362283
2.3038,0.860461413,-0.146453431,51.75243857,372.0058491,94.26039054,0.000365888
2.3039,0.865385665,-0.113917946,37.69469863,373.6920876,94.26039919,0.000368651
2.304,0.86908015,-0.081219985,23.58339247,374.8472893,94.26040791,0.000370569
2.3041,0.871539617,-0.048406011,9.438573024,375.4698124,94.26041668,0.000371637
2.3042,0.872760572,-0.015522657,-4.719659156,375.5587723,94.26042548,0.000371853
2.3043,0.87274128,0.017383349,-18.87118444,375.1140427,94.26043426,0.000371216
2.3044,0.871481769,0.050265247,-32.99589274,374.1362556,94.26044302,0.000369727
2.3045,0.868983828,0.08307631,-47.07371207,372.6268003,94.26045171,0.000367387
2.3046,0.865251007,0.115769911,-61.08463708,370.587822,94.26046031,0.000364199
2.3047,0.860288611,0.148299591,-75.00875748,368.022218,94.26046879,0.000360167
2.3048,0.854103691,0.180619125,-88.82628633,364.9336344,94.26047713,0.000355295
2.3049,0.846705038,0.212682584,-102.5175882,361.3264601,94.2604853,0.000349591
2.305,0.838103163,0.244444405,-116.0632069,357.2058212,94.26049328,0.000343061
2.3051,0.828310293,0.275859452,-129.4438935,352.5775732,94.26050103,0.000335714
2.3052,0.817340342,0.306883085,-142.6406332,347.4482932,94.26050852,0.000327561
2.3053,0.805208899,0.337471215,-155.6346727,341.8252701,94.26051575,0.000318612
2.3054,0.791933204,0.367580378,-168.4075469,335.7164947,94.26052267,0.000308879
2.3055,0.777532122,0.397167785,-180.9411048,329.1306477,94.26052926,0.000298376
2.3056,0.762026118,0.426191392,-193.2175354,322.0770881,94.2605355,0.000287117
2.3057,0.745437226,0.454609955,-205.2193933,314.5658393,94.26054137,0.000275117
2.3058,0.727789021,0.482383091,-216.9296233,306.6075753,94.26054684,0.000262393
2.3059,0.70910658,0.509471331,-228.3315844,298.2136051,94.26055188,0.000248962
2.306,0.689416452,0.535836182,-239.4090738,289.395857,94.26055648,0.000234844
2.3061,0.668746619,0.56144018,-250.1463498,280.1668616,94.26056062,0.000220056
2.3062,0.647126452,0.586246938,-260.5281542,270.5397338,94.26056426,0.000204621
2.3063,0.624586675,0.610221206,-270.5397338,260.5281542,94.2605674,0.000188558
2.3064,0.601159317,0.633328916,-280.1668616,250.1463498,94.26057,0.000171891
2.3065,0.57687767,0.655537229,-289.395857,239.4090738,94.26057206,0.000154642
2.3066,0.55177624,0.676814588,-298.2136051,228.3315844,94.26057356,0.000136836
2.3067,0.525890695,0.697130755,-306.6075753,216.9296233,94.26057447,0.000118497
2.3068,0.499257822,0.716456861,-314.5658393,205.2193933,94.26057478,9.96E-05
2.3069,0.471915465,0.734765442,-322.0770881,193.2175354,94.26057447,8.03E-05
2.307,0.443902479,0.752030481,-329.1306477,180.9411048,94.26057353,6.05E-05
2.3071,0.415258673,0.768227443,-335.7164947,168.4075469,94.26057195,4.03E-05
2.3072,0.38602475,0.783333312,-341.8252701,155.6346727,94.2605697,1.97E-05
2.3073,0.356242252,0.797326621,-347.4482932,142.6406332,94.26056679,-1.26E-06
2.3074,0.325953501,0.810187486,-352.5775732,129.4438935,94.26056319,-2.26E-05
2.3075,0.29520154,0.821897629,-357.2058212,116.0632069,94.2605589,-4.42E-05
2.3076,0.264030068,0.83244041,-361.3264601,102.5175882,94.2605539,-6.61E-05
2.3077,0.23248338,0.841800848,-364.9336344,88.82628633,94.26054819,-8.83E-05
2.3078,0.200606306,0.84996564,-368.022218,75.00875748,94.26054177,-0.00011067
2.3079,0.168444144,0.856923184,-370.587822,61.08463708,94.26053461,-0.000133243
2.308,0.136042598,0.862663592,-372.6268003,47.07371207,94.26052673,-0.000155974
2.3081,0.103447711,0.867178707,-374.1362556,32.99589274,94.26051811,-0.000178831
2.3082,0.070705803,0.870462113,-375.1140427,18.87118444,94.26050875,-0.000201783
2.3083,0.037863401,0.872509142,-375.5587723,4.719659156,94.26049864,-0.000224797
2.3084,0.004967175,0.873316887,-375.4698124,-9.438573024,94.26048779,-0.000247842
2.3085,-0.027936128,0.872884198,-374.8472893,-23.58339247,94.2604762,-0.000270885
2.3086,-0.060799751,0.871211691,-373.6920876,-37.69469863,94.26046387,-0.000293895
2.3087,-0.093576993,0.868301741,-372.0058491,-51.75243857,94.26045079,-0.00031684
2.3088,-0.126221278,0.864158484,-369.7909699,-65.73663545,94.26043697,-0.000339688
2.3089,-0.158686215,0.858787806,-367.0505975,-79.62741698,94.26042242,-0.000362407
2.309,-0.190925672,0.85219734,-363.7886261,-93.40504359,94.26040713,-0.000384966
2.3091,-0.222893833,0.84439645,-360.0096912,-107.0499365,94.26039112,-0.000407334
2.3092,-0.254545272,0.835396222,-355.7191628,-120.5427056,94.26037439,-0.000429479
2.3093,-0.28583501,0.825209444,-350.923138,-133.864177,94.26035695,-0.000451371
2.3094,-0.316718584,0.813850592,-345.6284322,-146.99542,94.26033881,-0.000472981
2.3095,-0.347152105,0.801335806,-339.8425695,-159.9177745,94.26031997,-0.000494277
2.3096,-0.377092328,0.787682872,-333.573772,-172.612877,94.26030045,-0.000515231
2.3097,-0.406496705,0.772911189,-326.8309478,-185.0626873,94.26028026,-0.000535814
2.3098,-0.435323451,0.757041748,-319.623679,-197.2495133,94.26025942,-0.000555997
2.3099,-0.463531603,0.740097101,-311.9622074,-209.156037,94.26023792,-0.000575753
2.31,-0.491081075,0.722101325,-303.8574205,-220.7653385,94.2602158,-0.000595054
2.3101,-0.517932718,0.703079992,-295.3208356,-232.0609203,94.26019306,-0.000613874
2.3102,-0.544048375,0.683060134,-286.3645836,-243.0267309,94.26016972,-0.000632188
2.3103,-0.569390934,0.662070198,-277.0013918,-253.6471873,94.2601458,-0.000649969
2.3104,-0.593924382,0.640140011,-267.2445659,-263.907197,94.26012131,-0.000667194
2.3105,-0.617613856,0.617300737,-257.1079709,-273.7921803,94.26009627,-0.00068384
2.3106,-0.640425691,0.593584831,-246.6060113,-283.2880898,94.26007071,-0.000699883
2.3107,-0.662327471,0.569025994,-235.7536112,-292.3814315,94.26004464,-0.000715302
2.3108,-0.683288073,0.543659124,-224.5661922,-301.0592832,94.26001808,-0.000730075
2.3109,-0.703277709,0.51752027,-213.0596524,-309.3093131,94.25999106,-0.000744183
2.311,-0.722267974,0.490646574,-201.2503432,-317.1197976,94.25996359,-0.000757607
2.3111,-0.740231881,0.463076225,-189.1550462,-324.4796375,94.25993569,-0.000770329
2.3112,-0.757143902,0.434848402,-176.7909496,-331.3783741,94.2599074,-0.00078233
2.3113,-0.772980005,0.406003216,-164.1756233,-337.8062039,94.25987873,-0.000793597
2.3114,-0.787717685,0.376581659,-151.3269945,-343.7539926,94.25984971,-0.000804112
2.3115,-0.801335999,0.346625539,-138.2633218,-349.213288,94.25982037,-0.000813863
2.3116,-0.813815594,0.316177425,-125.0031693,-354.1763323,94.25979072,-0.000822836
2.3117,-0.825138736,0.285280585,-111.5653804,-358.6360726,94.25976079,-0.00083102
2.3118,-0.835289334,0.253978924,-97.9690511,-362.5861714,94.25973062,-0.000838404
2.3119,-0.844252963,0.222316923,-84.23350238,-366.0210154,94.25970021,-0.000844978
2.312,-0.852016884,0.190339575,-70.37825324,-368.9357236,94.25966961,-0.000850735
2.3121,-0.858570065,0.158092321,-56.42299275,-371.3261539,94.25963883,-0.000855666
2.3122,-0.863903193,0.125620986,-42.3875521,-373.1889094,94.25960791,-0.000859766
2.3123,-0.868008689,0.092971713,-28.29187642,-374.521343,94.25957687,-0.00086303
2.3124,-0.870880718,0.060190898,-14.15599643,-375.3215614,94.25954574,-0.000865454
2.3125,-0.872515199,0.027325124,-3.48E-11,-375.5884272,94.25951455,-0.000867035
2.3126,-0.872909808,-0.005578906,14.15599643,-375.3215614,94.25948331,-0.000867773
2.3127,-0.872063985,-0.038474432,28.29187642,-374.521343,94.25945207,-0.000867667
2.3128,-0.86997893,-0.07131471,42.3875521,-373.1889094,94.25942084,-0.000866718
2.3129,-0.866657607,-0.104053072,56.42299275,-371.3261539,94.25938966,-0.000864929
2.313,-0.862104735,-0.136642995,70.37825324,-368.9357236,94.25935855,-0.000862302
2.3131,-0.856326783,-0.169038166,84.23350238,-366.0210154,94.25932753,-0.000858842
2.3132,-0.849331962,-0.201192552,97.9690511,-362.5861714,94.25929665,-0.000854556
2.3133,-0.841130212,-0.233060458,111.5653804,-358.6360726,94.25926591,-0.00084945
2.3134,-0.831733187,-0.2645966,125.0031693,-354.1763323,94.25923535,-0.000843531
2.3135,-0.82115424,-0.295756162,138.2633218,-349.213288,94.259205,-0.00083681
2.3136,-0.809408404,-0.326494865,151.3269945,-343.7539926,94.25917487,-0.000829296
2.3137,-0.796512372,-0.356769028,164.1756233,-337.8062039,94.259145,-0.000821002
2.3138,-0.782484467,-0.38653563,176.7909496,-331.3783741,94.25911542,-0.000811939
2.3139,-0.767344624,-0.41575237,189.1550462,-324.4796375,94.25908613,-0.00080212
2.314,-0.751114359,-0.44437773,201.2503432,-317.1197976,94.25905718,-0.000791562
2.3141,-0.733816733,-0.472371033,213.0596524,-309.3093131,94.25902858,-0.000780278
2.3142,-0.715476328,-0.499692497,224.5661922,-301.0592832,94.25900035,-0.000768287
2.3143,-0.696119207,-0.526303297,235.7536112,-292.3814315,94.25897252,-0.000755606
2.3144,-0.675772877,-0.552165619,246.6060113,-283.2880898,94.25894512,-0.000742252
2.3145,-0.65446625,-0.577242709,257.1079709,-273.7921803,94.25891815,-0.000728247
2.3146,-0.632229604,-0.601498933,267.2445659,-263.907197,94.25889165,-0.000713609
2.3147,-0.60909454,-0.62489982,277.0013918,-253.6471873,94.25886563,-0.000698362
2.3148,-0.585093932,-0.647412116,286.3645836,-243.0267309,94.25884011,-0.000682526
2.3149,-0.560261887,-0.669003831,295.3208356,-232.0609203,94.25881512,-0.000666124
2.315,-0.534633693,-0.689644281,303.8574205,-220.7653385,94.25879066,-0.000649181
2.3151,-0.508245768,-0.709304134,311.9622074,-209.156037,94.25876675,-0.000631721
2.3152,-0.481135612,-0.727955453,319.623679,-197.2495133,94.25874342,-0.000613769
2.3153,-0.453341748,-0.745571734,326.8309478,-185.0626873,94.25872068,-0.000595351
2.3154,-0.424903675,-0.762127941,333.573772,-172.612877,94.25869854,-0.000576493
2.3155,-0.395861803,-0.777600548,339.8425695,-159.9177745,94.25867701,-0.000557223
2.3156,-0.366257403,-0.791967568,345.6284322,-146.99542,94.25865612,-0.000537568
2.3157,-0.336132545,-0.805208583,350.923138,-133.864177,94.25863586,-0.000517556
2.3158,-0.305530037,-0.817304778,355.7191628,-120.5427056,94.25861626,-0.000497217
2.3159,-0.274493369,-0.828238963,360.0096912,-107.0499365,94.25859732,-0.000476578
2.316,-0.243066643,-0.8379956,363.7886261,-93.40504359,94.25857904,-0.000455669
2.3161,-0.211294521,-0.846560824,367.0505975,-79.62741698,94.25856145,-0.000434521
2.3162,-0.179222152,-0.853922463,369.7909699,-65.73663545,94.25854455,-0.000413164
2.3163,-0.146895113,-0.860070057,372.0058491,-51.75243857,94.25852833,-0.000391627
2.3164,-0.114359342,-0.864994868,373.6920876,-37.69469863,94.25851282,-0.000369942
2.3165,-0.081661075,-0.868689898,374.8472893,-23.58339247,94.25849801,-0.000348138
2.3166,-0.048846778,-0.871149897,375.4698124,-9.438573024,94.2584839,-0.000326248
2.3167,-0.015963083,-0.872371369,375.5587723,4.719659156,94.2584705,-0.000304302
2.3168,0.016943281,-0.872352578,375.1140427,18.87118444,94.25845781,-0.000282332
2.3169,0.049825552,-0.871093551,374.1362556,32.99589274,94.25844583,-0.000260367
2.317,0.082637002,-0.868596077,372.6268003,47.07371207,94.25843456,-0.00023844
2.3171,0.115331004,-0.864863704,370.587822,61.08463708,94.258424,-0.000216581
2.3172,0.147861098,-0.859901738,368.022218,75.00875748,94.25841414,-0.000194821
2.3173,0.180181056,-0.85371723,364.9336344,88.82628633,94.25840498,-0.000173191
2.3174,0.212244949,-0.846318968,361.3264601,102.5175882,94.25839652,-0.000151721
2.3175,0.244007213,-0.837717465,357.2058212,116.0632069,94.25838875,-0.000130441
2.3176,0.275422711,-0.827924945,352.5775732,129.4438935,94.25838166,-0.000109381
2.3177,0.306446801,-0.816955325,347.4482932,142.6406332,94.25837525,-8.86E-05
2.3178,0.337035393,-0.804824192,341.8252701,155.6346727,94.25836951,-6.80E-05
2.3179,0.367145022,-0.791548786,335.7164947,168.4075469,94.25836443,-4.78E-05
2.318,0.396732898,-0.777147972,329.1306477,180.9411048,94.25835999,-2.79E-05
2.3181,0.425756975,-0.761642216,322.0770881,193.2175354,94.25835619,-8.40E-06
2.3182,0.454176008,-0.745053551,314.5658393,205.2193933,94.25835301,1.07E-05
2.3183,0.481949612,-0.727405551,306.6075753,216.9296233,94.25835045,2.94E-05
2.3184,0.509038319,-0.708723296,298.2136051,228.3315844,94.25834848,4.77E-05
2.3185,0.535403635,-0.689033335,289.395857,239.4090738,94.2583471,6.55E-05
2.3186,0.561008091,-0.668363648,280.1668616,250.1463498,94.25834628,8.28E-05
2.3187,0.585815303,-0.646743608,270.5397338,260.5281542,94.25834601,9.96E-05
2.3188,0.609790018,-0.62420394,260.5281542,270.5397338,94.25834628,0.000115892
2.3189,0.632898167,-0.600776673,250.1463498,280.1668616,94.25834706,0.000131584
2.319,0.655106911,-0.5764951,239.4090738,289.395857,94.25834834,0.000146693
2.3191,0.67638469,-0.551393726,228.3315844,298.2136051,94.2583501,0.000161198
2.3192,0.696701267,-0.525508223,216.9296233,306.6075753,94.25835232,0.000175078
2.3193,0.716027772,-0.498875375,205.2193933,314.5658393,94.25835498,0.000188314
2.3194,0.734336739,-0.471533029,193.2175354,322.0770881,94.25835805,0.00020089
2.3195,0.751602152,-0.443520042,180.9411048,329.1306477,94.25836152,0.000212787
2.3196,0.767799474,-0.414876221,168.4075469,335.7164947,94.25836536,0.000223991
2.3197,0.782905688,-0.385642272,155.6346727,341.8252701,94.25836955,0.000234485
2.3198,0.796899328,-0.355859737,142.6406332,347.4482932,94.25837407,0.000244256
2.3199,0.809760507,-0.325570941,129.4438935,352.5775732,94.25837889,0.000253291
2.32,0.82147095,-0.294818925,116.0632069,357.2058212,94.25838399,0.000261579
2.3201,0.832014014,-0.263647391,102.5175882,361.3264601,94.25838935,0.000269108
2.3202,0.841374719,-0.232100635,88.82628633,364.9336344,94.25839494,0.000275869
2.3203,0.849539761,-0.200223487,75.00875748,368.022218,94.25840074,0.000281854
2.3204,0.856497537,-0.168061247,61.08463708,370.587822,94.25840671,0.000287054
2.3205,0.862238162,-0.13565962,47.07371207,372.6268003,94.25841284,0.000291464
2.3206,0.866753475,-0.10306465,32.99589274,374.1362556,94.2584191,0.000295079
2.3207,0.870037062,-0.070322658,18.87118444,375.1140427,94.25842547,0.000297894
2.3208,0.872084256,-0.037480172,4.719659156,375.5587723,94.25843191,0.000299907
2.3209,0.872892149,-0.004583863,-9.438573024,375.4698124,94.2584384,0.000301115
2.321,0.872459591,0.02831952,-23.58339247,374.8472893,94.25844492,0.000301519
2.3211,0.870787198,0.061183221,-37.69469863,373.6920876,94.25845144,0.000301119
2.3212,0.867877347,0.093960537,-51.75243857,372.0058491,94.25845794,0.000299917
2.3213,0.863734172,0.126604889,-65.73663545,369.7909699,94.25846438,0.000297915
2.3214,0.858363562,0.159069888,-79.62741698,367.0505975,94.25847074,0.000295118
2.3215,0.851773149,0.191309399,-93.40504359,363.7886261,94.25847701,0.000291531
2.3216,0.843972297,0.223277607,-107.0499365,360.0096912,94.25848314,0.00028716
2.3217,0.834972094,0.254929084,-120.5427056,355.7191628,94.25848912,0.000282013
2.3218,0.824785328,0.286218851,-133.864177,350.923138,94.25849492,0.000276097
2.3219,0.813426475,0.317102442,-146.99542,345.6284322,94.25850052,0.000269424
2.322,0.800911678,0.347535971,-159.9177745,339.8425695,94.25850589,0.000262003
2.3221,0.787258721,0.377476189,-172.612877,333.573772,94.258511,0.000253846
2.3222,0.772487005,0.406880549,-185.0626873,326.8309478,94.25851585,0.000244967
2.3223,0.756617522,0.435707265,-197.2495133,319.623679,94.25852039,0.000235379
2.3224,0.739672824,0.463915374,-209.156037,311.9622074,94.25852462,0.000225096
2.3225,0.721676989,0.491464789,-220.7653385,303.8574205,94.2585285,0.000214135
2.3226,0.702655592,0.518316362,-232.0609203,295.3208356,94.25853201,0.000202513
2.3227,0.682635663,0.544431933,-243.0267309,286.3645836,94.25853514,0.000190247
2.3228,0.661645652,0.569774392,-253.6471873,277.0013918,94.25853787,0.000177356
2.3229,0.639715385,0.594307725,-263.907197,267.2445659,94.25854016,0.000163859
2.323,0.616876029,0.617997068,-273.7921803,257.1079709,94.25854202,0.000149777
2.3231,0.593160038,0.640808757,-283.2880898,246.6060113,94.2585434,0.000135132
2.3232,0.568601115,0.662710376,-292.3814315,235.7536112,94.25854431,0.000119944
2.3233,0.543234159,0.683670801,-301.0592832,224.5661922,94.25854472,0.000104238
2.3234,0.517095219,0.703660246,-309.3093131,213.0596524,94.25854461,8.80E-05
2.3235,0.490221439,0.722650304,-317.1197976,201.2503432,94.25854397,7.14E-05
2.3236,0.462651008,0.740613988,-324.4796375,189.1550462,94.25854279,5.42E-05
2.3237,0.434423106,0.757525773,-331.3783741,176.7909496,94.25854104,3.67E-05
2.3238,0.405577846,0.773361624,-337.8062039,164.1756233,94.25853872,1.88E-05
2.3239,0.37615622,0.788099038,-343.7539926,151.3269945,94.25853582,4.66E-07
2.324,0.346200036,0.801717071,-349.213288,138.2633218,94.25853232,-1.82E-05
2.3241,0.315751864,0.814196373,-354.1763323,125.0031693,94.25852821,-3.71E-05
2.3242,0.284854974,0.825519207,-358.6360726,111.5653804,94.25852349,-5.64E-05
2.3243,0.25355327,0.835669485,-362.5861714,97.9690511,94.25851814,-7.59E-05
2.3244,0.221891236,0.844632782,-366.0210154,84.23350238,94.25851215,-9.56E-05
2.3245,0.189913863,0.852396359,-368.9357236,70.37825324,94.25850553,-0.000115528
2.3246,0.157666595,0.858949184,-371.3261539,56.42299275,94.25849826,-0.000135622
2.3247,0.125195256,0.864281946,-373.1889094,42.3875521,94.25849034,-0.000155856
2.3248,0.09254599,0.868387065,-374.521343,28.29187642,94.25848176,-0.0001762
2.3249,0.059765193,0.871258708,-375.3215614,14.15599643,94.25847252,-0.000196624
2.325,0.026899449,0.872892793,-375.5884272,1.95E-11,94.25846263,-0.000217097
2.3251,-0.006004537,0.873286999,-375.3215614,-14.15599643,94.25845207,-0.00023759
2.3252,-0.038900009,0.872440764,-374.521343,-28.29187642,94.25844085,-0.000258072
2.3253,-0.071740218,0.870355291,-373.1889094,-42.3875521,94.25842897,-0.000278513
2.3254,-0.104478497,0.867033543,-371.3261539,-56.42299275,94.25841643,-0.000298884
2.3255,-0.137068324,0.862480241,-368.9357236,-70.37825324,94.25840323,-0.000319153
