time,id_s,iq_s,vd_s,vq_s,W,T
0.4312,-0.665530929,-0.345791528,260.5281542,-270.5397338,93.90301818,-0.228597312
0.4313,-0.642286071,-0.37044441,270.5397338,-260.5281542,93.89576635,-0.22012792
0.4314,-0.618131019,-0.394202886,280.1668616,-250.1463498,93.88879337,-0.211332418
0.4315,-0.593100165,-0.417033218,289.395857,-239.4090738,93.88210958,-0.20222331
0.4316,-0.567229152,-0.43890299,298.2136051,-228.3315844,93.87572488,-0.192813526
0.4317,-0.540554825,-0.459781155,306.6075753,-216.9296233,93.86964879,-0.183116403
0.4318,-0.513115178,-0.479638079,314.5658393,-205.2193933,93.86389035,-0.173145671
0.4319,-0.484949299,-0.498445583,322.0770881,-193.2175354,93.85845819,-0.162915425
0.432,-0.456097317,-0.516176985,329.1306477,-180.9411048,93.85336044,-0.152440112
0.4321,-0.42660034,-0.532807139,335.7164947,-168.4075469,93.8486048,-0.141734511
0.4322,-0.396500401,-0.548312468,341.8252701,-155.6346727,93.84419845,-0.130813705
0.4323,-0.365840394,-0.562671001,347.4482932,-142.6406332,93.84014809,-0.119693069
0.4324,-0.334664017,-0.575862406,352.5775732,-129.4438935,93.83645994,-0.10838824
0.4325,-0.303015702,-0.587868014,357.2058212,-116.0632069,93.83313969,-0.096915104
0.4326,-0.270940561,-0.598670851,361.3264601,-102.5175882,93.83019251,-0.085289767
0.4327,-0.238484314,-0.60825566,364.9336344,-88.82628633,93.82762305,-0.073528536
0.4328,-0.205693226,-0.616608923,368.022218,-75.00875748,93.82543544,-0.061647894
0.4329,-0.17261404,-0.623718882,370.587822,-61.08463708,93.82363327,-0.04966448
0.433,-0.139293913,-0.629575556,372.6268003,-47.07371207,93.82221959,-0.037595067
0.4331,-0.105780342,-0.634170752,374.1362556,-32.99589274,93.8211969,-0.025456535
0.4332,-0.072121104,-0.63749808,375.1140427,-18.87118444,93.82056716,-0.013265849
0.4333,-0.03836418,-0.639552963,375.5587723,-4.719659156,93.82033179,-0.001040038
0.4334,-0.00455769,-0.640332641,375.4698124,9.438573024,93.82049164,0.01120383
0.4335,0.029250177,-0.639836174,374.8472893,23.58339247,93.82104701,0.023448672
0.4336,0.06301123,-0.638064448,373.6920876,37.69469863,93.82199768,0.03567741
0.4337,0.09667735,-0.63502017,372.0058491,51.75243857,93.82334283,0.047872999
0.4338,0.130200553,-0.630707863,369.7909699,65.73663545,93.82508114,0.060018448
0.4339,0.163533066,-0.625133864,367.0505975,79.62741698,93.82721069,0.072096842
0.434,0.196627387,-0.61830631,363.7886261,93.40504359,93.82972907,0.084091368
0.4341,0.22943636,-0.610235128,360.0096912,107.0499365,93.83263328,0.095985335
0.4342,0.261913242,-0.600932024,355.7191628,120.5427056,93.83591981,0.107762198
0.4343,0.294011764,-0.590410457,350.923138,133.864177,93.83958463,0.119405581
0.4344,0.325686206,-0.578685631,345.6284322,146.99542,93.84362314,0.1308993
0.4345,0.356891455,-0.565774463,339.8425695,159.9177745,93.84803027,0.142227383
0.4346,0.387583074,-0.551695564,333.573772,172.612877,93.85280041,0.153374093
0.4347,0.417717364,-0.53646921,326.8309478,185.0626873,93.85792744,0.164323951
0.4348,0.447251428,-0.520117316,319.623679,197.2495133,93.86340478,0.175061753
0.4349,0.476143229,-0.502663397,311.9622074,209.156037,93.86922531,0.185572597
0.435,0.504351654,-0.484132541,303.8574205,220.7653385,93.87538149,0.195841897
0.4351,0.531836572,-0.464551371,295.3208356,232.0609203,93.88186528,0.205855409
0.4352,0.558558887,-0.443948004,286.3645836,243.0267309,93.88866818,0.215599246
0.4353,0.584480599,-0.422352011,277.0013918,253.6471873,93.89578128,0.2250599
0.4354,0.609564859,-0.399794379,267.2445659,263.907197,93.90319521,0.234224258
0.4355,0.633776013,-0.37630746,257.1079709,273.7921803,93.91090019,0.243079625
0.4356,0.657079663,-0.351924926,246.6060113,283.2880898,93.91888606,0.251613736
0.4357,0.67944271,-0.326681723,235.7536112,292.3814315,93.92714223,0.259814777
0.4358,0.700833402,-0.300614018,224.5661922,301.0592832,93.93565778,0.267671399
0.4359,0.721221379,-0.27375915,213.0596524,309.3093131,93.94442139,0.275172736
0.436,0.740577719,-0.24615557,201.2503432,317.1197976,93.95342142,0.282308419
0.4361,0.758874973,-0.217842793,189.1550462,324.4796375,93.96264591,0.289068592
0.4362,0.776087209,-0.188861337,176.7909496,331.3783741,93.97208257,0.295443922
0.4363,0.792190046,-0.159252665,164.1756233,337.8062039,93.98171883,0.301425619
0.4364,0.80716069,-0.129059126,151.3269945,343.7539926,93.99154183,0.307005442
0.4365,0.820977964,-0.098323895,138.2633218,349.213288,94.00153849,0.312175715
0.4366,0.833622339,-0.06709091,125.0031693,354.1763323,94.01169544,0.316929336
0.4367,0.845075961,-0.03540481,111.5653804,358.6360726,94.02199914,0.321259788
0.4368,0.855322675,-0.003310868,97.9690511,362.5861714,94.0324358,0.325161149
0.4369,0.864348051,0.029145069,84.23350238,366.0210154,94.04299149,0.328628099
0.437,0.872139398,0.061916649,70.37825324,368.9357236,94.0536521,0.331655931
0.4371,0.878685787,0.094957081,56.42299275,371.3261539,94.06440337,0.334240554
0.4372,0.883978062,0.128219201,42.3875521,373.1889094,94.07523093,0.336378503
0.4373,0.888008855,0.161655538,28.29187642,374.521343,94.08612031,0.338066942
0.4374,0.890772595,0.195218386,14.15599643,375.3215614,94.09705696,0.339303669
0.4375,0.892265513,0.228859869,9.75E-12,375.5884272,94.10802624,0.340087119
0.4376,0.892485652,0.262532006,-14.15599643,375.3215614,94.11901352,0.340416371
0.4377,0.891432863,0.296186788,-28.29187642,374.521343,94.1300041,0.340291142
0.4378,0.889108808,0.329776238,-42.3875521,373.1889094,94.14098332,0.339711794
0.4379,0.885516957,0.363252484,-56.42299275,371.3261539,94.15193652,0.338679334
0.438,0.88066258,0.396567824,-70.37825324,368.9357236,94.16284909,0.337195409
0.4381,0.874552741,0.429674796,-84.23350238,366.0210154,94.17370648,0.335262307
0.4382,0.867196287,0.462526244,-97.9690511,362.5861714,94.18449423,0.332882954
0.4383,0.858603835,0.495075387,-111.5653804,358.6360726,94.19519799,0.330060911
0.4384,0.848787753,0.527275882,-125.0031693,354.1763323,94.20580351,0.326800368
0.4385,0.837762147,0.559081891,-138.2633218,349.213288,94.21629672,0.323106139
0.4386,0.825542835,0.590448147,-151.3269945,343.7539926,94.22666368,0.318983655
0.4387,0.81214733,0.621330016,-164.1756233,337.8062039,94.23689066,0.314438957
0.4388,0.797594807,0.651683563,-176.7909496,331.3783741,94.24696414,0.309478691
0.4389,0.781906084,0.68146561,-189.1550462,324.4796375,94.2568708,0.304110092
0.439,0.765103582,0.7106338,-201.2503432,317.1197976,94.26659757,0.298340982
0.4391,0.747211302,0.739146654,-213.0596524,309.3093131,94.27613166,0.292179751
0.4392,0.728254784,0.766963634,-224.5661922,301.0592832,94.28546053,0.285635354
0.4393,0.708261074,0.794045195,-235.7536112,292.3814315,94.29457198,0.27871729
0.4394,0.687258682,0.820352842,-246.6060113,283.2880898,94.30345408,0.271435594
0.4395,0.665277545,0.845849186,-257.1079709,273.7921803,94.31209525,0.263800821
0.4396,0.642348981,0.870497997,-267.2445659,263.907197,94.32048429,0.255824033
0.4397,0.618505645,0.894264249,-277.0013918,253.6471873,94.32861031,0.24751678
0.4398,0.593781485,0.917114177,-286.3645836,243.0267309,94.33646284,0.238891084
0.4399,0.568211688,0.939015318,-295.3208356,232.0609203,94.34403179,0.229959425
0.44,0.541832638,0.959936561,-303.8574205,220.7653385,94.35130748,0.220734719
0.4401,0.514681855,0.979848187,-311.9622074,209.156037,94.35828067,0.211230304
0.4402,0.486797949,0.998721914,-319.623679,197.2495133,94.36494254,0.201459915
0.4403,0.458220563,1.016530932,-326.8309478,185.0626873,94.37128473,0.191437669
0.4404,0.428990315,1.033249945,-333.573772,172.612877,94.37729932,0.181178042
0.4405,0.399148742,1.048855204,-339.8425695,159.9177745,94.3829789,0.170695849
0.4406,0.368738243,1.063324541,-345.6284322,146.99542,94.38831651,0.160006221
0.4407,0.337802013,1.076637399,-350.923138,133.864177,94.39330571,0.149124587
0.4408,0.306383991,1.088774861,-355.7191628,120.5427056,94.39794054,0.138066644
0.4409,0.274528789,1.099719677,-360.0096912,107.0499365,94.40221557,0.126848343
0.441,0.242281633,1.109456287,-363.7886261,93.40504359,94.40612587,0.115485859
0.4411,0.209688302,1.117970842,-367.0505975,79.62741698,94.40966706,0.103995571
0.4412,0.176795058,1.125251227,-369.7909699,65.73663545,94.41283526,0.092394034
0.4413,0.143648582,1.131287073,-372.0058491,51.75243857,94.41562716,0.08069796
0.4414,0.110295912,1.136069775,-373.6920876,37.69469863,94.41803997,0.068924191
0.4415,0.076784372,1.139592499,-374.8472893,23.58339247,94.42007146,0.057089672
0.4416,0.043161509,1.141850199,-375.4698124,9.438573024,94.42171994,0.04521143
0.4417,0.009475022,1.142839618,-375.5587723,-4.719659156,94.42298427,0.033306547
0.4418,-0.024227302,1.142559293,-375.1140427,-18.87118444,94.42386386,0.021392134
0.4419,-0.057897656,1.14100956,-374.1362556,-32.99589274,94.42435869,0.00948531
0.442,-0.09148828,1.13819255,-372.6268003,-47.07371207,94.42446927,-0.002396829
0.4421,-0.124951531,1.134112188,-370.587822,-61.08463708,94.42419668,-0.01423723
0.4422,-0.158239946,1.128774186,-368.022218,-75.00875748,94.42354255,-0.026018912
0.4423,-0.191306313,1.122186038,-364.9336344,-88.82628633,94.42250903,-0.037724986
0.4424,-0.224103733,1.114357004,-361.3264601,-102.5175882,94.42109884,-0.049338686
0.4425,-0.256585689,1.105298102,-357.2058212,-116.0632069,94.41931523,-0.060843387
0.4426,-0.288706113,1.09502209,-352.5775732,-129.4438935,94.417162,-0.072222634
0.4427,-0.320419447,1.083543448,-347.4482932,-142.6406332,94.41464345,-0.083460165
0.4428,-0.35168071,1.07087836,-341.8252701,-155.6346727,94.41176443,-0.094539932
0.4429,-0.38244556,1.057044689,-335.7164947,-168.4075469,94.40853028,-0.105446129
0.443,-0.412670356,1.04206195,-329.1306477,-180.9411048,94.40494686,-0.116163208
0.4431,-0.442312224,1.02595129,-322.0770881,-193.2175354,94.40102052,-0.126675911
0.4432,-0.471329111,1.008735448,-314.5658393,-205.2193933,94.39675812,-0.136969283
0.4433,-0.49967985,0.990438733,-306.6075753,-216.9296233,94.39216697,-0.147028698
0.4434,-0.527324213,0.971086983,-298.2136051,-228.3315844,94.38725486,-0.156839881
0.4435,-0.554222973,0.950707532,-289.395857,-239.4090738,94.38203004,-0.166388926
0.4436,-0.580337956,0.929329172,-280.1668616,-250.1463498,94.37650118,-0.175662315
0.4437,-0.605632096,0.906982108,-270.5397338,-260.5281542,94.37067741,-0.184646942
0.4438,-0.630069487,0.883697922,-260.5281542,-270.5397338,94.36456826,-0.193330125
0.4439,-0.653615437,0.859509526,-250.1463498,-280.1668616,94.35818367,-0.201699631
0.444,-0.676236512,0.834451114,-239.4090738,-289.395857,94.35153395,-0.209743687
0.4441,-0.697900587,0.808558115,-228.3315844,-298.2136051,94.34462981,-0.217451
0.4442,-0.71857689,0.781867145,-216.9296233,-306.6075753,94.33748229,-0.224810772
0.4443,-0.738236048,0.754415952,-205.2193933,-314.5658393,94.33010279,-0.231812716
0.4444,-0.756850127,0.726243369,-193.2175354,-322.0770881,94.32250303,-0.238447066
0.4445,-0.77439267,0.69738925,-180.9411048,-329.1306477,94.31469503,-0.244704597
0.4446,-0.790838741,0.667894424,-168.4075469,-335.7164947,94.3066911,-0.250576631
0.4447,-0.806164952,0.63780063,-155.6346727,-341.8252701,94.29850383,-0.256055053
0.4448,-0.820349503,0.60715046,-142.6406332,-347.4482932,94.29014606,-0.261132321
0.4449,-0.833372213,0.575987303,-129.4438935,-352.5775732,94.28163085,-0.265801475
0.445,-0.845214544,0.544355277,-116.0632069,-357.2058212,94.27297149,-0.270056146
0.4451,-0.855859634,0.512299173,-102.5175882,-361.3264601,94.26418146,-0.273890564
0.4452,-0.865292315,0.479864387,-88.82628633,-364.9336344,94.25527443,-0.277299569
0.4453,-0.87349914,0.447096858,-75.00875748,-368.022218,94.24626422,-0.280278612
0.4454,-0.880468402,0.414043005,-61.08463708,-370.587822,94.23716476,-0.282823764
0.4455,-0.886190148,0.380749656,-47.07371207,-372.6268003,94.22799014,-0.284931719
0.4456,-0.890656195,0.347263987,-32.99589274,-374.1362556,94.21875452,-0.286599797
0.4457,-0.893860144,0.313633451,-18.87118444,-375.1140427,94.20947214,-0.287825951
0.4458,-0.895797388,0.279905715,-4.719659156,-375.5587723,94.2001573,-0.288608764
0.4459,-0.896465119,0.246128587,9.438573024,-375.4698124,94.19082434,-0.288947451
0.446,-0.895862332,0.212349954,23.58339247,-374.8472893,94.1814876,-0.288841861
0.4461,-0.893989828,0.17861771,37.69469863,-373.6920876,94.17216143,-0.288292474
0.4462,-0.890850213,0.144979688,51.75243857,-372.0058491,94.16286015,-0.287300399
0.4463,-0.886447896,0.111483594,65.73663545,-369.7909699,94.15359803,-0.285867376
0.4464,-0.880789081,0.078176939,79.62741698,-367.0505975,94.14438928,-0.283995764
0.4465,-0.87388176,0.045106969,93.40504359,-363.7886261,94.13524801,-0.281688545
0.4466,-0.865735702,0.0123206,107.0499365,-360.0096912,94.12618825,-0.278949313
0.4467,-0.856362439,-0.020135652,120.5427056,-355.7191628,94.11722387,-0.27578227
0.4468,-0.845775252,-0.052215732,133.864177,-350.923138,94.10836862,-0.27219222
0.4469,-0.833989149,-0.083874116,146.99542,-345.6284322,94.09963608,-0.268184559
0.447,-0.821020848,-0.115065876,159.9177745,-339.8425695,94.09103965,-0.263765267
0.4471,-0.806888752,-0.145746742,172.612877,-333.573772,94.0825925,-0.258940902
0.4472,-0.791612922,-0.175873167,185.0626873,-326.8309478,94.07430762,-0.253718582
0.4473,-0.775215051,-0.205402388,197.2495133,-319.623679,94.06619774,-0.248105983
0.4474,-0.75771843,-0.23429249,209.156037,-311.9622074,94.05827533,-0.242111322
0.4475,-0.73914792,-0.26250246,220.7653385,-303.8574205,94.05055258,-0.235743345
0.4476,-0.719529915,-0.289992255,232.0609203,-295.3208356,94.04304142,-0.229011317
0.4477,-0.6988923,-0.316722851,243.0267309,-286.3645836,94.03575344,-0.221925003
0.4478,-0.677264421,-0.342656301,253.6471873,-277.0013918,94.02869993,-0.214494659
0.4479,-0.654677032,-0.367755794,263.907197,-267.2445659,94.02189181,-0.206731015
0.448,-0.631162264,-0.391985703,273.7921803,-257.1079709,94.01533969,-0.198645257
0.4481,-0.606753566,-0.415311638,283.2880898,-246.6060113,94.00905377,-0.190249013
0.4482,-0.581485669,-0.437700493,292.3814315,-235.7536112,94.0030439,-0.181554339
0.4483,-0.555394529,-0.459120499,301.0592832,-224.5661922,93.9973195,-0.172573695
0.4484,-0.52851728,-0.479541265,309.3093131,-213.0596524,93.99188962,-0.163319933
0.4485,-0.500892177,-0.498933822,317.1197976,-201.2503432,93.98676286,-0.153806275
0.4486,-0.472558548,-0.517270667,324.4796375,-189.1550462,93.9819474,-0.144046298
0.4487,-0.44355673,-0.534525802,331.3783741,-176.7909496,93.97745096,-0.134053909
0.4488,-0.413928018,-0.55067477,337.8062039,-164.1756233,93.97328083,-0.123843333
0.4489,-0.383714599,-0.565694691,343.7539926,-151.3269945,93.96944383,-0.113429087
0.449,-0.352959502,-0.579564295,349.213288,-138.2633218,93.96594629,-0.10282596
0.4491,-0.321706524,-0.592263954,354.1763323,-125.0031693,93.96279407,-0.092048997
0.4492,-0.290000179,-0.603775706,358.6360726,-111.5653804,93.95999254,-0.081113472
0.4493,-0.257885625,-0.614083287,362.5861714,-97.9690511,93.95754657,-0.070034872
0.4494,-0.225408606,-0.62317215,366.0210154,-84.23350238,93.95546053,-0.058828871
0.4495,-0.192615381,-0.631029486,368.9357236,-70.37825324,93.95373829,-0.047511312
0.4496,-0.159552663,-0.637644247,371.3261539,-56.42299275,93.95238318,-0.036098182
0.4497,-0.126267548,-0.643007155,373.1889094,-42.3875521,93.95139804,-0.024605592
0.4498,-0.092807449,-0.64711072,374.521343,-28.29187642,93.95078517,-0.013049755
0.4499,-0.05922003,-0.649949252,375.3215614,-14.15599643,93.95054635,-0.001446961
0.45,-0.025553134,-0.651518864,375.5884272,-5.14E-12,93.95068283,0.010186442
0.4501,0.008145285,-0.651817481,375.3215614,14.15599643,93.95119534,0.021834073
0.4502,0.041827226,-0.650844843,374.521343,28.29187642,93.95208408,0.033479541
0.4503,0.075444718,-0.648602505,373.1889094,42.3875521,93.9533487,0.045106464
0.4504,0.10894988,-0.645093834,371.3261539,56.42299275,93.95498835,0.056698494
0.4505,0.142294997,-0.640324003,368.9357236,70.37825324,93.95700164,0.06823934
0.4506,0.175432584,-0.634299988,366.0210154,84.23350238,93.95938665,0.079712789
0.4507,0.208315454,-0.627030552,362.5861714,97.9690511,93.96214095,0.091102729
0.4508,0.240896789,-0.618526236,358.6360726,111.5653804,93.96526158,0.102393171
0.4509,0.273130205,-0.608799342,354.1763323,125.0031693,93.96874507,0.113568268
0.451,0.304969817,-0.597863918,349.213288,138.2633218,93.97258744,0.124612344
0.4511,0.336370307,-0.585735733,343.7539926,151.3269945,93.97678421,0.135509906
0.4512,0.367286988,-0.572432258,337.8062039,164.1756233,93.9813304,0.146245675
0.4513,0.397675868,-0.557972639,331.3783741,176.7909496,93.98622054,0.156804599
0.4514,0.427493713,-0.54237767,324.4796375,189.1550462,93.99144869,0.167171878
0.4515,0.456698107,-0.525669762,317.1197976,201.2503432,93.99700841,0.177332983
0.4516,0.485247517,-0.507872911,309.3093131,213.0596524,94.00289282,0.187273677
0.4517,0.513101348,-0.489012664,301.0592832,224.5661922,94.00909456,0.196980032
0.4518,0.540220003,-0.469116082,292.3814315,235.7536112,94.01560587,0.206438453
0.4519,0.566564938,-0.448211699,283.2880898,246.6060113,94.0224185,0.215635693
0.452,0.592098719,-0.426329484,273.7921803,257.1079709,94.02952382,0.224558871
0.4521,0.616785075,-0.403500796,263.907197,267.2445659,94.03691277,0.233195493
0.4522,0.640588945,-0.379758336,253.6471873,277.0013918,94.0445759,0.241533468
0.4523,0.663476537,-0.355136106,243.0267309,286.3645836,94.05250338,0.249561123
0.4524,0.685415366,-0.329669355,232.0609203,295.3208356,94.060685,0.257267222
0.4525,0.706374309,-0.303394531,220.7653385,303.8574205,94.06911019,0.264640981
0.4526,0.72632364,-0.276349226,209.156037,311.9622074,94.07776806,0.271672081
0.4527,0.745235081,-0.248572125,197.2495133,319.623679,94.08664738,0.278350687
0.4528,0.763081836,-0.220102948,185.0626873,326.8309478,94.09573662,0.284667458
0.4529,0.779838631,-0.190982393,172.612877,333.573772,94.10502393,0.29061356
0.453,0.795481749,-0.16125208,159.9177745,339.8425695,94.11449722,0.296180684
0.4531,0.809989064,-0.130954489,146.99542,345.6284322,94.12414412,0.301361051
0.4532,0.823340071,-0.100132898,133.864177,350.923138,94.13395201,0.306147427
0.4533,0.835515916,-0.068831325,120.5427056,355.7191628,94.14390806,0.310533133
0.4534,0.846499422,-0.037094461,107.0499365,360.0096912,94.15399923,0.314512055
0.4535,0.856275112,-0.004967609,93.40504359,363.7886261,94.16421229,0.318078651
0.4536,0.864829231,0.027503384,79.62741698,367.0505975,94.17453384,0.321227961
0.4537,0.872149765,0.060272189,65.73663545,369.7909699,94.18495034,0.323955615
0.4538,0.878226458,0.093292065,51.75243857,372.0058491,94.19544809,0.326257837
0.4539,0.883050825,0.126515921,37.69469863,373.6920876,94.2060133,0.328131453
0.454,0.886616163,0.159896388,23.58339247,374.8472893,94.21663209,0.329573895
0.4541,0.888917562,0.193385882,9.438573024,375.4698124,94.2272905,0.330583206
0.4542,0.88995191,0.226936678,-4.719659156,375.5587723,94.23797452,0.33115804
0.4543,0.889717896,0.26050097,-18.87118444,375.1140427,94.24867009,0.33129767
0.4544,0.888216013,0.294030946,-32.99589274,374.1362556,94.25936316,0.331001983
0.4545,0.885448553,0.32747885,-47.07371207,372.6268003,94.27003967,0.330271488
0.4546,0.88141961,0.360797056,-61.08463708,370.587822,94.28068559,0.329107306
0.4547,0.876135064,0.393938131,-75.00875748,368.022218,94.29128695,0.327511181
0.4548,0.86960258,0.426854904,-88.82628633,364.9336344,94.30182982,0.325485465
0.4549,0.861831594,0.459500532,-102.5175882,361.3264601,94.31230038,0.323033128
0.455,0.852833296,0.491828567,-116.0632069,357.2058212,94.32268491,0.320157742
0.4551,0.842620618,0.523793023,-129.4438935,352.5775732,94.3329698,0.316863485
0.4552,0.831208212,0.555348438,-142.6406332,347.4482932,94.3431416,0.313155133
0.4553,0.818612428,0.586449942,-155.6346727,341.8252701,94.35318701,0.309038052
0.4554,0.804851294,0.617053315,-168.4075469,335.7164947,94.36309295,0.304518192
0.4555,0.789944486,0.647115055,-180.9411048,329.1306477,94.37284648,0.299602079
0.4556,0.773913302,0.676592438,-193.2175354,322.0770881,94.38243494,0.294296805
0.4557,0.756780629,0.705443576,-205.2193933,314.5658393,94.39184587,0.288610019
0.4558,0.738570912,0.733627476,-216.9296233,306.6075753,94.40106707,0.282549916
0.4559,0.719310119,0.7611041,-228.3315844,298.2136051,94.41008664,0.276125227
0.456,0.699025701,0.787834422,-239.4090738,289.395857,94.41889293,0.269345203
0.4561,0.677746556,0.813780478,-250.1463498,280.1668616,94.42747464,0.262219606
0.4562,0.655502985,0.838905424,-260.5281542,270.5397338,94.43582076,0.254758692
0.4563,0.632326653,0.863173586,-270.5397338,260.5281542,94.44392062,0.246973198
0.4564,0.608250537,0.88655051,-280.1668616,250.1463498,94.45176394,0.238874326
0.4565,0.583308884,0.909003011,-289.395857,239.4090738,94.45934076,0.230473729
0.4566,0.557537164,0.930499216,-298.2136051,228.3315844,94.46664155,0.22178349
0.4567,0.530972012,0.951008615,-306.6075753,216.9296233,94.47365713,0.212816109
0.4568,0.503651184,0.970502098,-314.5658393,205.2193933,94.48037878,0.203584481
0.4569,0.4756135,0.988952,-322.0770881,193.2175354,94.48679816,0.194101882
0.457,0.446898786,1.006332135,-329.1306477,180.9411048,94.49290739,0.184381943
0.4571,0.417547825,1.022617835,-335.7164947,168.4075469,94.49869902,0.174438639
0.4572,0.38760229,1.037785987,-341.8252701,155.6346727,94.50416607,0.164286259
0.4573,0.357104695,1.051815061,-347.4482932,142.6406332,94.50930203,0.153939394
0.4574,0.326098326,1.064685141,-352.5775732,129.4438935,94.51410084,0.14341291
0.4575,0.294627185,1.076377955,-357.2058212,116.0632069,94.51855695,0.132721928
0.4576,0.262735927,1.086876898,-361.3264601,102.5175882,94.5226653,0.121881802
0.4577,0.230469796,1.096167055,-364.9336344,88.82628633,94.52642131,0.110908095
0.4578,0.197874561,1.104235224,-368.022218,75.00875748,94.52982092,0.09981656
0.4579,0.164996453,1.111069933,-370.587822,61.08463708,94.53286059,0.088623113
0.458,0.131882099,1.116661454,-372.6268003,47.07371207,94.53553728,0.077343811
0.4581,0.098578455,1.121001821,-374.1362556,32.99589274,94.53784848,0.065994829
0.4582,0.065132742,1.124084837,-375.1140427,18.87118444,94.53979219,0.054592434
0.4583,0.031592378,1.125906083,-375.5587723,4.719659156,94.54136696,0.043152965
0.4584,-0.001995087,1.126462926,-375.4698124,-9.438573024,94.54257186,0.031692805
0.4585,-0.035582041,1.125754521,-374.8472893,-23.58339247,94.54340647,0.020228361
0.4586,-0.069120874,1.123781812,-373.6920876,-37.69469863,94.54387093,0.008776035
0.4587,-0.102564048,1.120547533,-372.0058491,-51.75243857,94.5439659,-0.002647796
0.4588,-0.135864159,1.116056199,-369.7909699,-65.73663545,94.54369254,-0.014026806
0.4589,-0.16897401,1.110314106,-367.0505975,-79.62741698,94.54305258,-0.025344744
0.459,-0.201846674,1.103329316,-363.7886261,-93.40504359,94.54204825,-0.036585457
0.4591,-0.234435559,1.095111651,-360.0096912,-107.0499365,94.5406823,-0.047732912
0.4592,-0.266694475,1.085672674,-355.7191628,-120.5427056,94.53895801,-0.058771225
0.4593,-0.298577701,1.075025677,-350.923138,-133.864177,94.53687914,-0.069684678
0.4594,-0.330040047,1.063185661,-345.6284322,-146.99542,94.53444998,-0.080457745
0.4595,-0.361036916,1.050169315,-339.8425695,-159.9177745,94.53167532,-0.091075115
0.4596,-0.391524372,1.035994989,-333.573772,-172.612877,94.52856043,-0.101521712
0.4597,-0.421459197,1.020682675,-326.8309478,-185.0626873,94.52511106,-0.11178272
0.4598,-0.450798955,1.004253974,-319.623679,-197.2495133,94.52133345,-0.121843603
0.4599,-0.47950205,0.986732068,-311.9622074,-209.156037,94.51723428,-0.131690123
0.46,-0.507527786,0.968141686,-303.8574205,-220.7653385,94.51282072,-0.141308365
0.4601,-0.534836423,0.94850907,-295.3208356,-232.0609203,94.50810034,-0.150684757
0.4602,-0.561389235,0.927861938,-286.3645836,-243.0267309,94.50308118,-0.159806086
0.4603,-0.587148564,0.906229446,-277.0013918,-253.6471873,94.49777169,-0.168659518
0.4604,-0.612077872,0.883642146,-267.2445659,-263.907197,94.49218072,-0.177232618
0.4605,-0.636141796,0.860131943,-257.1079709,-273.7921803,94.48631751,-0.185513367
0.4606,-0.659306194,0.835732053,-246.6060113,-283.2880898,94.48019171,-0.193490179
0.4607,-0.681538194,0.810476951,-235.7536112,-292.3814315,94.4738133,-0.201151914
0.4608,-0.702806246,0.784402327,-224.5661922,-301.0592832,94.46719265,-0.208487901
0.4609,-0.723080158,0.757545035,-213.0596524,-309.3093131,94.46034043,-0.215487945
0.461,-0.742331149,0.729943041,-201.2503432,-317.1197976,94.45326766,-0.222142347
0.4611,-0.760531879,0.701635367,-189.1550462,-324.4796375,94.44598565,-0.228441912
0.4612,-0.777656498,0.672662042,-176.7909496,-331.3783741,94.438506,-0.234377967
0.4613,-0.793680675,0.643064039,-164.1756233,-337.8062039,94.43084059,-0.239942371
0.4614,-0.808581639,0.612883221,-151.3269945,-343.7539926,94.42300154,-0.245127523
0.4615,-0.822338208,0.582162282,-138.2633218,-349.213288,94.41500123,-0.249926377
0.4616,-0.834930819,0.550944687,-125.0031693,-354.1763323,94.40685223,-0.254332446
0.4617,-0.846341557,0.519274607,-111.5653804,-358.6360726,94.39856733,-0.258339816
0.4618,-0.856554184,0.487196863,-97.9690511,-362.5861714,94.39015949,-0.261943149
0.4619,-0.865554157,0.454756857,-84.23350238,-366.0210154,94.38164186,-0.265137694
0.462,-0.87332865,0.42200051,-70.37825324,-368.9357236,94.37302768,-0.267919288
0.4621,-0.879866578,0.388974198,-56.42299275,-371.3261539,94.36433037,-0.270284366
0.4622,-0.885158606,0.355724686,-42.3875521,-373.1889094,94.35556343,-0.27222996
0.4623,-0.889197168,0.322299059,-28.29187642,-374.521343,94.34674045,-0.273753707
0.4624,-0.891976476,0.288744661,-14.15599643,-375.3215614,94.33787508,-0.27485385
0.4625,-0.893492527,0.255109022,-5.58E-13,-375.5884272,94.32898102,-0.275529236
0.4626,-0.893743114,0.221439794,14.15599643,-375.3215614,94.32007201,-0.275779322
0.4627,-0.892727825,0.187784683,28.29187642,-374.521343,94.31116179,-0.27560417
0.4628,-0.890448047,0.15419138,42.3875521,-373.1889094,94.30226407,-0.275004451
0.4629,-0.886906961,0.120707494,56.42299275,-371.3261539,94.29339256,-0.273981437
0.463,-0.882109544,0.087380485,70.37825324,-368.9357236,94.28456089,-0.272537002
0.4631,-0.876062556,0.054257597,84.23350238,-366.0210154,94.27578265,-0.270673619
0.4632,-0.868774535,0.021385786,97.9690511,-362.5861714,94.26707132,-0.268394352
0.4633,-0.860255783,-0.011188339,111.5653804,-358.6360726,94.25844026,-0.265702853
0.4634,-0.850518356,-0.043418589,125.0031693,-354.1763323,94.24990274,-0.262603356
0.4635,-0.83957604,-0.075259258,138.2633218,-349.213288,94.24147185,-0.259100669
